ACCT|GENDER|ID1|ID2|DECIMAL_COLUMN|DATE_COLUMN|FIRST_NAME|LAST_NAME|ANY_NAME|ORG_NAME|FULL_NAME|CAL|SIN|NARROW|DT2
X9T42XTZ6C|M|6067|213114454|6.7094|1957-09-04|Anthony|Stewart|Daniel Carter|Zenith Industries ltd.|Anthony Stewart|WQNNBML468DBHUOTL8KW6VUXC73HI2QIXNJKPNW4MRPUY|9730|HHF8|1949-05-07 15:33:41:000000
RH15XZKP6F|M|5089|1746643653|6.6046|1979-06-23|Penelope|Phillips|Gabriel Rodriguez|TerraNova Holdings inc.|Penelope Phillips|T5RZ9HSFXMVUHNE04WXMNBIMR8U01S3RKGIX343DP8CPH|2152|6MXF|2066-08-12 05:22:01:000000
GVUAU30WK0|F|7317|1451852661|4.6194|1952-07-14|Olivia|Ramirez|Eleanor Martinez|Delta Dynamics gmbh|Olivia Ramirez|3YZI4NNEZ99EAB3GD8R99YZBQO9DPYKF8O6ZQRZMD92HP|9256|OS3S|1973-05-25 11:42:20:000000
05K57DS2FF|M|9811|290734378|3.2627|1982-02-02|Gabriel|Campbell|Henry Parker|Celestial Technologies ltd.|Gabriel Campbell|7HSAU607H2UWN6TW4FTLCPFFWR9LS2ODDACGG72I85YGG|0129|AJLA|2007-01-26 16:14:56:000000
D3Y0016TX1|M|9258|1008407461|1.3849|1989-05-05|Jacob|Thomas|Carter Turner|Jade Industries inc.|Jacob Thomas|R1XMIO9J0VXT2OLYD84Z8U4LZT61N7UYHWF1MR6NPZJVS|7663|KC4N|1999-05-12 01:20:58:000000
V4T8C4AVQV|M|3755|105766053|7.6142|1967-04-19|Caden|Scott|Emily Lopez|Universal Synergy ltd.|Caden Scott|VVMDYTYO7PVCFT2VPOWXS2KFMEJNXYVPKBTYR22UJU1M2|7690|WQ79|2016-12-31 19:53:10:000000
D648AOIB3T|M|4784|2077547909|2.8088|1961-06-03|Joseph|Thompson|Riley Jackson|Radiant Innovations ltd.|Joseph Thompson|3HVSMLYHIYY64EJWB44HTMUQQNVOBTO5OX1SFZCYBROP8|8792|LTZF|2080-02-22 17:33:31:000000
UV5P30XWEI|F|3062|1000046428|1.2917|2062-12-01|Penelope|Jackson|Liam Rogers|Solaris Systems inc.|Penelope Jackson|Q9K61C1EODS03YI4SYL4N56QYQPR550LBMKYRVONSK1FU|8229|4138|2045-08-01 02:24:40:000000
THQ1UQ4VMX|M|6219|329234245|1.2562|2065-09-03|Charlotte|Thomas|Nora Harris|Bliss Enterprises inc.|Charlotte Thomas|DMDAV4GMDRRDDDO8VK8NIX1YBJ3OQ57VWTYI122SDW7P9|5465|2ZS8|2055-04-18 17:57:07:000000
0C4XV0OADZ|M|4425|615047825|4.9706|1912-04-27|David|White|Grace Bailey|Dynamo Corporation ltd.|David White|VPIPHOB1QP4Z1BBX2AEVI0V7CJJ0ZL5C1K4BRI8YHFTF6|9732|P58L|1901-10-11 13:32:13:000000
T7LWND93UL|F|9798|1042040443|8.4387|2094-02-12|Elizabeth|Robinson|Henry Ramirez|Omega Industries inc.|Elizabeth Robinson|SBA8G03T71CXBOUZI32NICLZ9LFWX53CMUVU15JVJFE4U|4669|2U9E|1900-05-17 11:11:42:000000
7JNQ7DR49G|M|3308|1686774720|1.4739|1930-05-08|Caden|Harris|Charlotte Hernandez|Evergreen Holdings gmbh|Caden Harris|85VTH6R8QT2LUCXQYL5FLCG6LJ31OUCIWJ1BYGGOJ55NO|7794|1QUX|2031-04-17 04:32:18:000000
2K1H1WGU1X|F|1673|1993777431|3.6676|2059-07-03|Sofia|Davis|Abigail Wilson|Helios Group gmbh|Sofia Davis|IWVSLWEI8W2EDEKQRZLANCT429IJXTMAZKI9D7JJEAAZJ|2162|A2G3|1901-08-19 23:53:35:000000
9RFA2H54X5|F|6565|2026653698|7.9237|2016-04-25|David|Rivera|Michael Thomas|Optima Innovations gmbh|David Rivera|P4ED1VM5C4UZXTIDVOWS374DGFYB7X02I2PQTCOEZ3YVL|2891|DQQN|2095-11-03 00:41:57:000000
AHLWD4GRAM|F|8537|1979707980|1.3871|2055-11-28|Savannah|Thomas|Elizabeth Richardson|AstraTech Solutions ltd.|Savannah Thomas|XBO27ICG2ZTHO95KXHK7HZ4XH2123HW1TODI0HNP8NZ33|7365|FDZW|2032-12-18 14:42:33:000000
RJEYC3S0SQ|F|2692|627578571|5.6855|1967-01-12|Lillian|Edwards|Benjamin Rivera|Zephyr Group inc.|Lillian Edwards|F2HXCSUFL1PQN6E9NTN1PK03ZL076OCOVOZHZBE0KCVZF|2619|UX6W|2076-10-17 11:59:16:000000
TEBLDBONCR|F|9747|2017873032|3.3653|1908-08-05|Abigail|King|Elizabeth Taylor|Quantex Enterprises ltd.|Abigail King|2CU6MI1C5P533L0G3BXSS3065SC090FUHJU6XACE3BRV9|8189|HZFZ|2070-05-27 22:07:40:000000
T9XUSCJTVX|M|6451|1759460699|0.3963|1977-12-22|Lucy|Baker|Andrew Green|United Synergy gmbh|Lucy Baker|7EY3T5GOSVCIE60S09SDY879V3GPJRE90W6SOYIO9K20S|9318|24O8|2020-06-23 21:04:27:000000
KOD1GIRWD7|F|5518|158493252|9.1065|1913-11-19|Elizabeth|Green|Addison Lee|Solaris Systems ltd.|Elizabeth Green|H3206U91N7BKANPQJ4TNTLWXM6WQ3XH9RD3P1VGQ5DZ1X|1111|9530|1980-04-17 11:36:36:000000
6BKPQWDSB9|M|2846|1134772353|2.7061|1998-07-20|Evelyn|Green|Zoey Taylor|Apex Industries gmbh|Evelyn Green|IVGYXYWVXGZH62I1MOEGZSVY03PMZIXD1O8AZQ9IVLC0B|5686|2Q8K|1901-09-22 22:58:59:000000
KQEAUOWGNF|M|8072|708216141|1.6118|1976-06-14|Mila|Rogers|Grace Campbell|BlueSky Ventures inc.|Mila Rogers|JWNJ14RPURY7704NQQYS7D8X6KW0BRP9AFCE02UZ0UMVL|0950|13OO|1938-05-08 19:44:35:000000
N7P5P0V8HA|M|8628|1374077286|8.956|2006-07-27|Mason|Reed|Owen Smith|United Synergy inc.|Mason Reed|ZNO0XRWSXZO9YDZ7VTZW4D6CWDXKKRDERL8SH7DSNBV9M|0047|S8V1|2065-05-03 14:26:21:000000
7PWUBSOTX9|M|1796|2040313409|2.7806|2046-11-27|Michael|Rodriguez|Scarlett White|Elysium Innovations ltd.|Michael Rodriguez|M2U9VOA8MHGGQ6391O6IW2C698B0S412J73UC2AXUDKWI|1730|O921|2033-02-05 09:17:03:000000
JR6LS33JF0|M|7001|1693225663|2.6635|1919-11-10|Lillian|Lee|Lucas Hill|Global Solutions Inc. ltd.|Lillian Lee|JGODZN5F7PPN35W0BHNEY9C9T4JGROPBHNTMQIM53T9KD|8239|NO4I|2018-02-19 08:07:45:000000
QKK5D1IGQ9|F|2359|51917865|6.9591|1915-12-31|Joseph|Campbell|Abigail Nguyen|Elite Innovations gmbh|Joseph Campbell|ZQ6JNWLOB1DW5G6X1D3LKMS6SX8N4E07G682ZMGW1KDB0|3857|D6LH|2014-07-31 23:19:34:000000
V58SQ5XUE8|M|5376|322851218|6.53|1931-06-03|Henry|Martinez|Lucas Hernandez|Radiant Innovations inc.|Henry Martinez|4L61SB9M38NYKNO1TRS69E6M7AVWL0M4Y1EPCY1SMCYTX|5088|0O2K|1900-04-01 11:54:43:000000
YBCDG2VN43|M|9490|1295161378|8.5229|1929-09-17|Camila|Cooper|Bella White|MegaByte Ventures gmbh|Camila Cooper|409AKTET4VTO3PLX8K0IMW19YFR1U58XYJOGZRLL7QRYJ|2993|IMHL|1965-01-20 12:50:13:000000
JOTSAUM3XD|M|4720|897960193|2.8942|1949-05-21|Dylan|Ramirez|Sophia Anderson|Fusion Technologies inc.|Dylan Ramirez|AQB3VBPY08WWFEVWBHO9DKIU4DE08JMCUCVL84EUF8C0G|3358|766V|1937-02-26 16:27:28:000000
7IPSH2I0XX|F|1093|1424206734|0.5521|2031-02-27|Caden|Sanchez|Claire Nelson|Celestial Holdings ltd.|Caden Sanchez|RFR6VOSIH5Q84ETD3YX7CAODI1ZJ5IITSCNBM1LSHIK27|6404|7LMX|2049-03-06 20:18:58:000000
JS8VLR8JH7|M|1483|1505087011|3.3495|1902-09-07|Lily|Adams|Aiden Parker|Jupiter Enterprises ltd.|Lily Adams|G01X8SPJT3FCPAD10T25W4XU63N4ILTUFI3RXQ3CHQB4S|5989|RTM9|1901-07-02 15:27:29:000000
SNGVU19YHE|F|4834|813330316|0.9305|2001-08-30|Lucy|Flores|Avery Lee|Helios Group ltd.|Lucy Flores|Q1H7HND2JVOV8VB6N7SLMB8VAPQJZIIBR9R8NOFPDRFR1|6382|KM2C|2027-03-21 03:39:19:000000
NBN3PRRSKX|F|1583|279331755|2.9753|1947-02-12|Zoe|Sanchez|Eleanor Lopez|NovaTech Corporation gmbh|Zoe Sanchez|XV0W9LMR1YXUMOOQFM0CBDQOT6XYXZLRA2IJGY4E4CXNK|5329|NL6J|2014-07-10 15:40:57:000000
I40XTDAABC|M|8893|1789667585|2.5873|1931-02-09|Savannah|Scott|Wyatt Sanchez|Visionary Technologies gmbh|Savannah Scott|DA3XVYDBW1JZ8XFDMSE08791DSNNUD3U368Z93TFBEPK1|8355|JT25|2070-04-18 11:40:35:000000
HQSGKEHBGM|F|4583|1105065254|9.4961|2056-09-22|James|Walker|Wyatt Hall|Harmony Enterprises inc.|James Walker|59OBAUMNTRS1QQRGEFNY434NZTU6PSJSG32TW569SR41J|9133|RL7Z|2093-08-01 11:33:51:000000
3HF07CM97L|F|3320|1465616599|3.1935|1957-10-13|Jaxon|Harris|Amelia Allen|Bliss Enterprises ltd.|Jaxon Harris|EGUH19EG1OKGDC3X6IZNXQOTSKXNFIDRI7E3DHCE28O20|1525|5G0B|1987-10-19 14:02:18:000000
17NAYOOEIK|F|1550|926747697|3.6758|2009-09-17|Emily|Bailey|Noah Ramirez|DynaTech Systems ltd.|Emily Bailey|711G61UCKX6FVW3Z84OZ7HSWC9KXQLQTJTW4GCLGQ2VW1|0948|UNJE|2025-02-16 05:26:04:000000
DEZRYW7Z2N|M|6576|285864653|2.7381|2061-02-01|Owen|Nguyen|Andrew White|Dynamo Corporation ltd.|Owen Nguyen|VIEOEF9F7JZH29I710AWXRWLMK9CKL9U57LKJMCP4MLN1|5096|0V2F|2090-11-30 22:53:44:000000
7ASAXB3XTK|F|3205|163984060|7.6598|1967-03-26|Christopher|Lewis|Avery Rivera|Solaris Systems ltd.|Christopher Lewis|XYW539WKXPTTRW27AXTBFI9W42SWKASNYZU9FK7P7VKK9|6104|GMFO|2078-05-03 09:41:09:000000
79P2DXNU6S|F|8524|1873066587|2.6832|2094-05-31|Joseph|Rivera|Lillian Young|Zephyr Group gmbh|Joseph Rivera|SMS098YNONLK2BP43RBA1FTESPH8YTY16GAQXHP1P45S9|4954|16L6|2013-11-27 03:01:17:000000
XNR07GEXPF|F|8882|1881802768|2.6095|1919-08-12|David|Nguyen|Zoe Thomas|Vanguard Corporation gmbh|David Nguyen|35K9H3SM8A0QS1U8EEDSET0PZGFL9CIQAUQWMCUKT3VT4|7829|BTPY|1974-02-02 10:39:53:000000
R0WJKITCY5|M|3302|1951387083|5.7448|1948-10-04|Mia|Garcia|Nora Taylor|Eclipse Innovations ltd.|Mia Garcia|GWEX0HRGULD0EFK6O8NIN9HH5Y6WMGGZ4JDJL9HBJK3OS|2219|YH9O|2075-03-26 12:42:46:000000
VW9B7NKR82|M|9606|1240003747|4.5777|2082-06-23|Samuel|Richardson|Anthony Jackson|Infinite Dynamics gmbh|Samuel Richardson|TNY20S9CTO1SSVHOA6QD2EFI4ONPHW3M8H1FIE24A124H|7048|L9RH|1903-09-03 15:25:05:000000
CKI8WLZ6KK|M|5951|706436906|7.4943|1964-02-02|Eleanor|Garcia|Jaxon Morris|Solstice Corporation gmbh|Eleanor Garcia|943858V51SMCRSRR7MI9Z7B66JNOBUB9B0DAI0N9WLBE8|0305|1JD3|1904-05-14 14:39:33:000000
Y7SYSJ0MHS|F|7571|436224774|7.9847|2089-04-03|James|Johnson|Sophia White|DynaTech Systems gmbh|James Johnson|L8FU1LUZSUDO1VPRAKDDZJOP3JIJ3SGNSFC1Q5EZBXQ07|6556|MLT2|2036-09-03 18:48:26:000000
AG7EYX64VL|M|1275|1458733584|5.581|2047-04-09|Chloe|Brown|Camila Parker|Bliss Enterprises inc.|Chloe Brown|EFW3PYV8OSQO3XBMRZDU9V5VCJ3RDT6CYCQM8CP2R6IFT|4628|PMD6|2074-06-28 08:09:06:000000
XH6P2ESXBJ|M|2813|197960356|6.8307|1994-09-06|Gabriel|Allen|Lillian Harris|Universal Synergy ltd.|Gabriel Allen|DED3GMV34R8KI07EUO7EQ4O65NQH08VPLUDEI9FWZV77G|5468|SJ86|2099-05-28 19:58:54:000000
EBB9LM0E1L|F|9337|1847958629|8.4511|2077-06-20|Jacob|Richardson|Riley Sanchez|Luminous Group ltd.|Jacob Richardson|VSBM40JDR342EA0U790VTVY3T1X9GZZ4DNG8VEUHVRA0N|7878|2YM0|1911-07-14 17:37:23:000000
7I8JZW62J1|F|3936|230793389|3.6699|2062-03-04|Lillian|Brown|Mason Cooper|Flux Corporation inc.|Lillian Brown|YV3AQA4A93BQNJVMG4D9JQFMQ9XCIXJSJUXTFEIG6JTGM|7551|H42G|1903-04-30 07:05:56:000000
TY82PSX988|F|9094|2126385247|2.9663|2036-07-08|Joseph|Robinson|William Morgan|Fusion Technologies gmbh|Joseph Robinson|PGMHSE7IT0PEEQM40081UD2Q0UT5BZMJDX22KTFUZT6UZ|2644|IFD4|1905-05-19 01:52:11:000000
ANOXKCRREM|F|9668|1314902688|6.4754|2028-01-07|Jack|Morris|Christopher Reed|Dynamo Corporation ltd.|Jack Morris|B2A8YZLD3EQI5FGYWOCVZE5VEI73BRCRHUB34BZYWXXIA|5890|PLU5|2052-02-16 10:13:27:000000
ZBEWT5CSHO|M|6029|1622954484|3.5074|1987-01-03|Aurora|Adams|Olivia Evans|Luminous Group ltd.|Aurora Adams|EB4R5WFO6OGZ1KAGVF3U7OBDAZY1WO6CNSGOBWKCI7UBN|6335|13MZ|2034-07-19 09:47:54:000000
QIXE8DFNBY|F|7700|348021735|5.6449|2017-06-21|Mila|Evans|Abigail Reed|Lunar Systems inc.|Mila Evans|V458TE37S0J0UPQ2ZI97N6WT9GL4S2F7MVFO7XD8M4QZ0|6550|1CEV|2061-04-20 10:57:51:000000
F7OCOG5IBH|F|1665|423603412|5.999|2053-09-04|Abigail|Thomas|Chloe Scott|Universal Synergy inc.|Abigail Thomas|E7P1EQL7CKIKHJN4STSXLQZC48TYLM5LZXZS8ZZVSORA4|2664|S33Z|2061-07-26 14:24:27:000000
2WHHNTTFIC|F|6785|1217935276|4.3251|2010-05-06|Eleanor|Richardson|Benjamin Johnson|Eclipse Innovations gmbh|Eleanor Richardson|4JCJ8JNTFUD2FZ4FFKCGCIOCR38RR1EBIMUP5ZBMKYQ4F|2038|R8GP|2045-02-01 20:40:36:000000
BXOP234TFS|M|8083|336093683|5.8018|2045-01-23|Wyatt|Cooper|Hannah Nguyen|Nimbus Corporation gmbh|Wyatt Cooper|7C2V1ZDAUYZKIJ1FSBGNMGYBKVY74G53RA6WCJJXR8G49|5535|4WPJ|1900-05-28 07:21:33:000000
NH4PFB7GXQ|F|3073|1624022329|4.5634|1979-10-24|Henry|Richardson|Alexander Rivera|Radiant Innovations ltd.|Henry Richardson|3VX1EMZXX0NNQZZMF3NTK5U19YVF4SE50EWD216X8D6OJ|1139|H8DF|2032-03-01 10:59:53:000000
DZ29R5BA20|F|7041|983170179|1.7003|1934-06-29|Andrew|Murphy|Hannah Wilson|Helios Group ltd.|Andrew Murphy|4EUYFDE4I90F59CVG80T9H0NRIJYBNPGNREJ2CG0O9K2U|1307|Z77X|1900-08-14 09:00:58:000000
RQFNC5TNYQ|M|2772|1856052288|1.8015|1913-06-13|Mila|Stewart|Wyatt Wilson|Visionary Technologies gmbh|Mila Stewart|CSTCNTICGMGAUI6F6A1ABC60FGUZ3IXKTSPKL9IB07GJE|1589|5JFA|1903-08-29 14:12:18:000000
61FOYL2D4P|F|7482|1071469089|1.2142|1916-11-21|Grayson|Jackson|Elijah Gonzalez|Aeon Solutions gmbh|Grayson Jackson|TFFMZBKU2EFYNDKPIK59SD7CV3KSGFXSXMRR6HH9HZAMB|7446|31ER|2088-09-07 18:01:56:000000
F5EI7N3ZSO|M|9435|1781596276|2.4025|2062-08-12|Ava|Young|Daniel Edwards|Quantex Enterprises ltd.|Ava Young|9EKXANYCLMCKKMG57B75NS851IUJOCT1AO0FQ0ESJUT7I|4004|5H6L|2088-03-29 14:15:43:000000
T82UCKY08Y|M|7451|1101809300|6.3127|2009-05-07|Sophia|Morris|Samuel Wilson|Celestial Holdings ltd.|Sophia Morris|BQ2AMZOSWS1VHGL7WFODSE26RMA4X4UG1SY7318TD5PWX|9555|HXM4|2068-12-29 22:00:38:000000
S9R2OUQNI8|M|1138|1346166332|9.2306|2061-12-27|Camila|Evans|Aubrey Clark|NovaTech Corporation gmbh|Camila Evans|ZSF3B11TJMSES7KSCXIYMWJUML2VI6JYTTO2QVO1Y0RR8|0933|8W7O|1997-12-07 05:18:54:000000
ROQ2Z7CU0Y|M|2604|1222402931|8.7728|2099-09-05|Mila|Mitchell|Emily Wilson|Elysium Innovations inc.|Mila Mitchell|SX4GH050B6Z8V0S938ZBMQNBHO93H4ZUTJ2NFLGOCYRUR|9428|V7ZS|2057-11-13 01:29:32:000000
0KMIAMYII4|F|4636|1391270923|4.6919|1925-03-02|Matthew|Lee|Ella Martin|Celestial Technologies gmbh|Matthew Lee|B90FVPIIZCFT6IIHX09PKU6N9Y3SGDWDQS4NAMXXAHACY|8611|QOS5|1982-08-29 20:22:41:000000
1WT9TAJC0H|F|4475|247681854|0.2365|2067-03-22|Liam|Bailey|Andrew Campbell|Evergreen Holdings gmbh|Liam Bailey|9Z2U947A933IWMEOX084OPL0Y1BSFEG841Z4TS5YT54WU|8987|JOHI|1933-12-21 18:59:21:000000
HGJFBLY5LX|M|5959|1676821064|0.7887|2071-01-28|Elizabeth|Thompson|Bella Reed|Flux Corporation gmbh|Elizabeth Thompson|FDZTK3ZHD57Y80WQW4VPKX409EKAE371XRYD0BPC5VP7M|9805|JIAI|2061-05-27 09:14:43:000000
V2H2YNB9UO|M|9077|81812599|8.2205|2068-07-17|Emily|Mitchell|Aurora Hernandez|Jupiter Enterprises ltd.|Emily Mitchell|I9ROAQKMFGWT3BIEIXLCIFXODT2ZZJYG7AWV76QR92JWY|9978|G2YY|2049-05-18 00:52:16:000000
9YMEYJVRJ9|F|7751|1180500562|1.3963|2053-02-19|Caden|Thomas|David Campbell|Aeon Solutions gmbh|Caden Thomas|Q89K6LDHXDMAW83JVIRS1FG0MX4141OXRZKGZEAK1PAMH|8807|M7W6|1920-10-08 08:50:59:000000
HTGVXCPJF5|F|9015|165316195|3.139|1950-02-25|Mila|Johnson|Chloe Reed|Radiant Technologies inc.|Mila Johnson|BP77T4SLG6UNPG5VT3ITUD8OA99QYG4I1TMSIDV49XJV7|5600|74KS|1993-06-22 00:27:22:000000
IA9PONXGU2|M|4736|82697862|1.1901|2000-11-27|Savannah|Jones|David Lewis|Delta Dynamics gmbh|Savannah Jones|A4QQQ8QJ2O0JBK4R1GUWK8HXS4ZCPBC667H643WEDULZO|1801|KXLL|2078-03-22 18:25:54:000000
Y02EQJE08E|M|4579|1301969119|0.2747|2017-12-08|Henry|Turner|Ella Reed|United Synergy inc.|Henry Turner|BU2HG3CL73IFSHA9XJ2CT2TUA624A7AGOV80Y416I9HKG|0711|DB63|1911-01-02 14:50:43:000000
SKEPP9PB3B|F|2916|1897726366|7.3765|1981-01-28|Zoey|Reed|Emily Adams|TerraNova Holdings gmbh|Zoey Reed|XALMVI1U8G3898YY4NJ94VC4MS76XEEOEC50QFRHSWC2K|1163|7NR7|2092-07-08 15:50:57:000000
L8S48KCBUW|M|9819|1388401071|1.2949|1956-05-06|Logan|Moore|Zoey Hill|Momentum Solutions inc.|Logan Moore|5E8RPWP9HUZLBOM2BFGLSQ35Y3SOKRCIF9LYKCVB3OXCT|2835|ADBT|2013-05-05 15:13:18:000000
4G22I85T0M|M|2048|1879279006|2.6457|1969-11-23|Logan|Harris|Daniel Jackson|Radiant Technologies gmbh|Logan Harris|2BA1IKPZI7FG3RDGN78OO9RPSBVTOVQ9FN1T8IQB4ZI4E|7617|QE4A|2020-01-14 09:03:02:000000
6E9B6V4CNI|F|2767|417337231|5.8927|2000-06-05|Abigail|Torres|Logan Lewis|Penta Solutions ltd.|Abigail Torres|WLL7ABZ4J9U5F69I0EXECCVI5KMZ42JZQQ8R588NZ8QJ6|9502|695M|2046-11-01 12:24:40:000000
ZX5TXQS0RM|F|9522|68382141|7.9262|2080-03-22|David|Rodriguez|Dylan Baker|Blaze Technologies gmbh|David Rodriguez|F7Y3KYVTSIE0FSPURNLYHNAIU3YLB5OJF4HV7I3W6UEQ4|8025|HZKN|2071-12-24 02:37:16:000000
LLOAQOZDT3|M|6873|1652288654|4.9383|2001-03-15|Chloe|Hernandez|Liam Martin|Infinite Dynamics ltd.|Chloe Hernandez|S9JTB95C8ZBQ4MC10EO65DRTIQ7MLORQ9YA2ODYEEP29N|1861|829X|1929-01-06 15:00:57:000000
SVODM474Q5|F|5374|1502642273|3.53|1967-03-22|Andrew|Harris|Sofia Carter|Lunar Systems gmbh|Andrew Harris|C5HCLTFOOIDNIJULPHMV4EWNMM0R023NRQBV3I7ZYYE34|6296|Y8AD|2026-09-01 19:37:09:000000
XZWVJCX5R9|M|3542|60591896|4.7574|2098-10-31|Anthony|Williams|Aurora Martin|Fusion Technologies ltd.|Anthony Williams|KJI9EYMKFA0FNDROGK9T11N8JVMF2VCVIFLWWY9RYEBJR|1142|KEKG|2034-01-24 00:41:40:000000
NGA00S9RL1|F|5962|1594187283|7.9166|2028-09-27|Dylan|Flores|Camila White|Infinite Dynamics ltd.|Dylan Flores|6YX0RLGCOK4TKTLA1RNJP6L1YEU44JWWH72JHA6HLXFE4|8518|GWJE|2081-02-02 09:10:35:000000
LSD1HB185V|F|3662|1452301380|8.7019|1950-04-21|Charlotte|Phillips|Carter Martinez|Celestial Technologies inc.|Charlotte Phillips|5NX6QHWSTRSTOMVZ1QQZ5J7SL9F0XKJPZ6SC87T2QKA48|5083|MJQQ|1977-11-24 05:36:55:000000
NQRXNHL61A|M|7696|2006568225|5.249|2047-10-08|Caden|Green|Camilla Phillips|Celestial Technologies gmbh|Caden Green|4SM8ZETKI5Z5JLGWE5TYD92LJXS6QN7ZFCGZB93DUIFMV|9707|70Y1|1916-06-13 19:53:30:000000
KP1MS8LXAH|F|4663|925778647|2.5332|2080-04-01|Addison|Young|Isabella Reed|Helios Group gmbh|Addison Young|OR4DX1DBANTYUPG4XPKMHWGG2DXOTOFW2PYR4BE97KFAX|8403|0ROG|2057-06-06 06:09:18:000000
14QE48MDOI|M|2144|31735712|0.7964|1961-10-13|Grayson|Bell|Emily Harris|Optima Innovations inc.|Grayson Bell|J3VN4EG1QEQTPYEPFYWVN6S5HSEGE9K1FNHUA7HA3P5R1|3774|4S2M|1933-01-12 20:14:28:000000
6V4H1WIDAI|F|7519|286640185|9.1067|1931-03-23|Scarlett|Jones|Eleanor Taylor|Bliss Enterprises inc.|Scarlett Jones|3Z339GVL9RFZ6P2UV26P96703EP2EEBM0VSVMKU900I9R|6321|910I|1920-06-25 20:05:42:000000
SXDGAE7EMR|F|4737|68536851|9.1756|2053-04-12|Liam|Turner|Liam Hernandez|Elysium Innovations gmbh|Liam Turner|XJNI0OKHOX207Y54NJA3T10018CUWXVW4OZ52N4BXEDKP|8720|FDIC|2047-09-23 18:59:07:000000
CIIVXBIUFZ|M|1790|1821327466|8.7407|2060-04-14|Ethan|Reed|Hazel Roberts|Jade Industries ltd.|Ethan Reed|D964GBUSERCXBSX3KEXJMFL1MZ9O30EMGW9OJRDI1EO4X|2129|8KAX|2067-10-20 16:01:02:000000
KBVEW99M3W|F|9821|1290586048|3.4894|1969-02-26|Michael|Smith|Isabella Young|Zephyr Group gmbh|Michael Smith|G96LBPSLN8BZBZFMIQI8X7ETP8KTQ8LA395W6KOTXYN6E|1462|QRMU|2069-06-06 12:16:47:000000
DZVI1T4CMN|F|4886|1703586644|7.3326|1913-01-26|Andrew|Moore|Lillian Baker|Bliss Enterprises ltd.|Andrew Moore|RAFHOXWE6ILPRYMOSY9GLG583XCS318345Z8ESZK1FTSE|6010|QMM6|1961-07-05 02:31:11:000000
KUPTJ5RBI4|F|7760|1263562359|2.6741|2030-05-09|Claire|Adams|Chloe Scott|Galaxy Enterprises ltd.|Claire Adams|J23XNZS3B946HKWYXANL0UUCRC2ORKIYJVZOH7QUKHIQ9|6010|HYK5|1962-06-18 11:22:04:000000
TE5R96V8Q0|F|8289|1830526766|4.8607|2034-01-03|Caden|Green|Ava Hernandez|Zenith Industries inc.|Caden Green|F534IAFZ1RH6UDEUDH3XGMB84Z5GSKGERY53T44IZGJQ1|2381|5FY4|1940-03-27 04:13:19:000000
Y47MJ9SBP7|M|8934|1412181418|8.8776|1910-04-05|David|Garcia|William Sanchez|Nimbus Corporation gmbh|David Garcia|7OMSG088T8Y2L8VE8E1T8V1BFHKHGXWMPHO0SFAMGNXXC|9939|BH5V|1937-06-17 16:50:00:000000
4OYVQ2FMMV|F|5666|1167647678|7.2022|2081-01-15|Sofia|Murphy|Grace Robinson|Blaze Technologies gmbh|Sofia Murphy|YNTRPGD5ZJN85MI2WSHQCYEM09D7WCPVTMSYJABT5PQUS|3030|YOZ1|1955-09-23 15:02:14:000000
GZYIBEPIT4|F|9857|1313249403|0.8059|2087-09-19|Savannah|Thomas|Mason Baker|Luminous Group ltd.|Savannah Thomas|R6E2K3VSC1FRNL5QNZ5DO93TI237344GWBGFNXM6O1UBX|3026|PR2N|2046-07-27 08:02:53:000000
JDC2XE3EPJ|F|3289|124526573|9.2215|2084-01-12|Henry|Garcia|David Clark|United Synergy ltd.|Henry Garcia|XXZ0DFZ5XJS20JB59SXA5AGF7CYNOZ2WEC24V6KYCOBDR|6174|VUHX|1932-12-16 20:50:15:000000
0IN2SITRQK|F|4199|540921437|8.5215|1905-11-17|Isabella|Cooper|Nathan Murphy|Evergreen Holdings ltd.|Isabella Cooper|1JHAOHZDQ6MJS5B5UEP1VXJKR3JPI7GYCVR0IJKF9HA8K|1262|P4BO|1917-06-04 03:08:59:000000
J8HT3LMPN1|M|3991|860555411|8.2392|1928-12-13|Henry|Martinez|Evelyn Lopez|Quantex Enterprises gmbh|Henry Martinez|86INEWOTSFJGJNLSVWAOIHFKXQFWJH7NUK2J3Z1HBFWYK|9687|3LC0|2031-10-21 05:09:08:000000
4SUV883M2J|M|5776|173592443|3.577|1942-08-09|Isabella|Martin|Noah Harris|Visionary Technologies ltd.|Isabella Martin|PZZ9QHZL8PF8GC3HBPZJV8IPDTYL6T7139SE5ZXLJQKF0|2295|V76K|1912-06-21 09:44:42:000000
6RWF634872|F|9338|1793732717|3.929|1927-02-07|Jayden|Baker|Eleanor Murphy|Omega Industries inc.|Jayden Baker|N9M3MUIUWG6SGMLU4UYBRD0B4NKSS6MTB7JAFB6E66HBG|9553|SJ1M|1931-01-02 22:53:25:000000
1IMCXG4RMP|M|3795|1987261092|6.2465|2093-04-18|Sofia|Scott|Aiden Smith|Dynamo Corporation gmbh|Sofia Scott|DAPWCV5FN751TO497V5T9X6D5UHV529ZIXL8009UIS6E7|5069|9NFZ|2010-05-20 19:55:55:000000
